ISSN,Titulo,Qualis,Tipo,Fonte,Periodo
N/A,Iberspeech Conference (IBERSPEECH),B4,conference,CAPES Sucupira 2025,2025
N/A,Iberian Conference on Pattern Recognition and Image Analysis (IBPRIA),B1,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Conference on Cloud Engineering (IC2E),A4,conference,CAPES Sucupira 2025,2025
N/A,"International Joint Conference on Knowledge Discovery, Knowledge Engineering and Knowledge Management (IC3K)",B2,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Agents and Artificial Intelligence (ICAART),A3,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Applied Informatics (ICAI),B1,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Artificial Intelligence and Soft Computing (ICAISC),A4,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Artificial Intelligence (ICAIWC),A4,conference,CAPES Sucupira 2025,2025
N/A,"International Colloquium on Automata, Languages, and Programming (ICALP)",A2,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Conference on Advanced Learning Technologies (ICALT),A3,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Artificial Neural Networks (ICANN),A2,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Automated Planning and Scheduling (ICAPS),A1,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Advanced Robotics (ICAR),A3,conference,CAPES Sucupira 2025,2025
N/A,"International Conference on Control, Automation, Robotics and Vision (ICARCV)",B1,conference,CAPES Sucupira 2025,2025
N/A,"IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",A1,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Biometrics (ICB),A2,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Conference on Blockchain and Cryptocurrency (ICBC),A1,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Conference on Communications (ICC),A1,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Communications Companion (ICC-E),A3,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Computational Advances in Bio and Medical Sciences (ICCABS),B1,conference,CAPES Sucupira 2025,2025
N/A,"International Conference on Control, Automation and Robotics (ICCAR)",A3,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Computer Communications and Networks (ICCCN),A2,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Computer Design (ICCD),A3,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Computers in Education (ICCE-EDU),B1,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Computers Helping People with Special Needs (ICCHP),B1,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Computational Logistics (ICCL2),B2,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Conference on Intelligent Computer Communication and Processing (ICCP),B1,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Computational Science (ICCS),B4,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Computational Science and Its Applications (ICCSA),A2,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Conference on Computer Vision (ICCV),A1,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Conference on Computer Vision Companion (ICCV-E),A3,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Document Analysis and Recognition (ICDAR),A1,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Distributed Computing Systems (ICDCS),A1,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Conference on Data Engineering (ICDE),A1,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Digital Image Processing (ICDIP),B2,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Conference on Data Mining (ICDM),A1,conference,CAPES Sucupira 2025,2025
N/A,IFIP International Conference on Entertainment Computing (ICEC),A4,conference,CAPES Sucupira 2025,2025
N/A,"IEEE International Conference on Electronics, Circuits and Systems (ICECS)",A3,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Theory and Practice of Eletronic Governance (ICEGOV),A4,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Enterprise Information Systems (ICEIS),A3,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Formal Concept Analysis (ICFCA),B4,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Formal Engineering Methods (ICFEM),A4,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Grammatical Inference (ICGI),B3,conference,CAPES Sucupira 2025,2025
N/A,"International Conference on Game Jams, Hackathons, and Game Creation Events (ICGJ)",B2,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Conference on Healthcare Informatics (ICHI),A3,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Image Analysis and Processing (ICIAP),A3,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Image Analysis and Recognition (ICIAR),A4,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Information and Communications Security (ICICS),A4,conference,CAPES Sucupira 2025,2025
N/A,"International Conference on Informatics in Control, Automation and Robotics (ICINCO)",B1,conference,CAPES Sucupira 2025,2025
N/A,International Conference on the Internet of Things (ICIOT),B1,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Conference on Image Processing (ICIP),A1,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Information Systems Security (ICISS),B4,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Conference on Industrial Technology (ICIT),A2,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Information Technology & Systems (ICIT&S),A4,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Information Technology and Education (ICITE),A4,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Information Theoretic Security (ICITS),B4,conference,CAPES Sucupira 2025,2025
N/A,"International Conference on Image, Vision and Computing (ICIVC)",A4,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Conference on Knowledge Graph (ICKG),B2,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Interactive Collaborative Learning (ICL),A4,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Learning Representations (ICLR),A1,conference,CAPES Sucupira 2025,2025
N/A,International Computer Music Conference (ICMC),B2,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Conference on Multimedia and Expo Companion (ICME-E),A3,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Machine Learning (ICML),A1,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Conference on Machine Learning and Applications (ICMLA),A1,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Machine Learning and Computing (ICMLC),A4,conference,CAPES Sucupira 2025,2025
N/A,ACM International Conference on Multimedia Retrieval (ICMR),A2,conference,CAPES Sucupira 2025,2025
N/A,"International Conference on Computing, Networking and Communications (ICNC)",A2,conference,CAPES Sucupira 2025,2025
N/A,"IEEE International Conference on Networking, Sensing and Control (ICNSC)",A4,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Information Networking (ICOIN),A3,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Internet Computing and Internet of Things (ICOMP),B4,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Neural Information Processing (ICONIP),A2,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Parallel and Distributed Systems (ICPADS),A3,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Program Comprehension (ICPC),A2,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Performance Engineering (ICPE),A3,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Parallel Processing (ICPP),A3,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Pattern Recognition (ICPR),A1,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Pattern Recognition Applications and Methods (ICPRAM),B3,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Conference on Robotics and Automation (ICRA),A1,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Robotics and Automation Engineering (ICRAE),B3,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Supercomputing (ICS),A2,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Software Architecture (ICSA),A2,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Semantic Computing (ICSC),A3,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Software Engineering (ICSE),A1,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Software Engineering Companion (ICSE-E),A3,conference,CAPES Sucupira 2025,2025
N/A,ACM International Conference on Software Engineering: New Ideas and Emerging Results (ICSE-NIER),A3,conference,CAPES Sucupira 2025,2025
N/A,ACM International Conference on Software Engineering: Software Engineering Education and Training (ICSE-SEET),B1,conference,CAPES Sucupira 2025,2025
N/A,ACM International Conference on Software Engineering: Software Engineering in Practice (ICSE-SEIP),A1,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Software Engineering: Software Engineering in Society (ICSE-SEIS),B1,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Software Engineering and Service Science (ICSESS),A4,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Swarm Intelligence (ICSI),B1,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Conference on Software Maintenance and Evolution (ICSME),A2,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Software Business (ICSOB),B1,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Software Technologies (ICSOFT),B1,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Software and Systems Process (ICSSP),B3,conference,CAPES Sucupira 2025,2025
N/A,"IEEE International Conference on Software Testing, Verification and Validation (ICSTV)",A2,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Telecommunications (ICT),A4,conference,CAPES Sucupira 2025,2025
N/A,International Colloquium on Theoretical Aspects of Computing (ICTAC),B1,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Conference on Tools with Artificial Intelligence (ICTAI),A2,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Information & Communication Technologies and Development (ICTD),A3,conference,CAPES Sucupira 2025,2025
N/A,Conference on the Theory of Information Retrieval (ICTIR),A3,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Transparent Optical Networks (ICTON),A4,conference,CAPES Sucupira 2025,2025
N/A,IFIP International Conference on Testing Software and Systems (ICTSS),A3,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Unmanned Aircraft Systems (ICUAS),A2,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Ultra Modern Telecommunications (ICUMT),A4,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Wireless Networks (ICWN),A4,conference,CAPES Sucupira 2025,2025
N/A,International AAAI Conference on Web and Social Media (ICWSM),A1,conference,CAPES Sucupira 2025,2025
N/A,International Symposium on Intelligent Data Analysis (IDA),B1,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Intelligent Data Engineering and Automated Learning (IDEAL),B1,conference,CAPES Sucupira 2025,2025
N/A,International Database Engineering and Applications Symposium (IDEAS),A3,conference,CAPES Sucupira 2025,2025
N/A,Annual Conference of the IEEE Industrial Electronics Society (IECON),A2,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Conference on Imaging Systems and Techniques (IEEE IST),A4,conference,CAPES Sucupira 2025,2025
N/A,IEEE Cloud Summit (IEEECloudS),B2,conference,CAPES Sucupira 2025,2025
N/A,IEEE Conference on Nanotechnology (IEEENANO),B1,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Conference on Services Computing (IEEESCC),A4,conference,CAPES Sucupira 2025,2025
N/A,IFIP International Embedded Systems Symposium (IESS),B4,conference,CAPES Sucupira 2025,2025
N/A,World Congress of the International Federation of Automatic Control (IFAC),A1,conference,CAPES Sucupira 2025,2025
N/A,World Congress of International Fuzzy Systems Association (IFSA),B3,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Geoscience and Remote Sensing Symposium (IGARSS),A1,conference,CAPES Sucupira 2025,2025
N/A,Simpósio Brasileiro sobre Fatores Humanos em Sistemas Computacionais (IHC),A3,conference,CAPES Sucupira 2025,2025
N/A,"International Conference on Information, Intelligence, Systems and Applications (IISA)",A3,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Symposium on Workload Characterization (IISWC),A3,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Information Integration and Web-based Applications & Services (IIWAS),A3,conference,CAPES Sucupira 2025,2025
N/A,International Joint Conference on Artificial Intelligence (IJCAI),A1,conference,CAPES Sucupira 2025,2025
N/A,International Joint Conference on Automated Reasoning (IJCAR),A4,conference,CAPES Sucupira 2025,2025
N/A,International Joint Conference on Natural Language Processing (IJCNLP),A2,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Joint Conference on Neural Networks (IJCNN),A1,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Inductive Logic Programming (ILP),B3,conference,CAPES Sucupira 2025,2025
N/A,IFIP/IEEE International Symposium on Integrated Network Management (IM),A2,conference,CAPES Sucupira 2025,2025
N/A,International Symposium on Model-Based Safety and Assessment (IMBSA),B2,conference,CAPES Sucupira 2025,2025
N/A,ACM Internet Measurement Conference (IMC),A1,conference,CAPES Sucupira 2025,2025
N/A,SBMO/IEEE MTT-S International Microwave and Optoelectronics Conference (IMOC),B3,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Conference on Industrial Informatics (INDIN),A3,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Industry Applications (INDUSCON),B2,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Conference on Computer Communications (INFOCOM),A1,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Conference on Computer Communications Companion (INFOCOM-E),A3,conference,CAPES Sucupira 2025,2025
N/A,International Natural Language Generation conference (INLG),A2,conference,CAPES Sucupira 2025,2025
N/A,International Network Optimization Conference (INOC),B3,conference,CAPES Sucupira 2025,2025
N/A,"International Symposium on Instrumentation Systems, Circuits and Transducers (INSCIT)",B4,conference,CAPES Sucupira 2025,2025
N/A,SAI Intelligent Systems Conference (INTELLISYS),A3,conference,CAPES Sucupira 2025,2025
N/A,IFIP TC 13 International Conference on Human-Computer Interaction (INTERACT),A3,conference,CAPES Sucupira 2025,2025
N/A,Conference of the International Speech Communication Association (INTERSPEECH),A1,conference,CAPES Sucupira 2025,2025
N/A,IEEE International On-Line Testing Symposium (IOLTS),A4,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Internet of Things and Big Data and Security (IoTBDS),B1,conference,CAPES Sucupira 2025,2025
N/A,International Provenance and Annotation Workshop (IPAW),B3,conference,CAPES Sucupira 2025,2025
N/A,Conference on Integer Programming and Combinatorial Optimization (IPCO),A3,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Parallel & Distributed Processing Symposium (IPDPS),A1,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Parallel & Distributed Processing Symposium Companion (IPDPS-E),A3,conference,CAPES Sucupira 2025,2025
N/A,International Symposium on Parameterized and Exact Computation (IPEC),A3,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Information Processing and Management of Uncertainty (IPMU),B1,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Image Processing Theory Tools and Applications (IPTA),A4,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Conference on Robotic Computing (IRC),A3,conference,CAPES Sucupira 2025,2025
N/A,IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),A1,conference,CAPES Sucupira 2025,2025
N/A,International Symposium on Algorithms and Computation (ISAAC),A3,conference,CAPES Sucupira 2025,2025
N/A,International Symposium on Autonomous Decentralized Systems (ISADS),A4,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Symposium on Biomedical Imaging (ISBI),A1,conference,CAPES Sucupira 2025,2025
N/A,International Symposium on Bioinformatics Research and Applications (ISBRA),B2,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Information Security (ISC),B1,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Smart Cities Conference (ISC2),A3,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Symposium on Circuits and Systems (ISCAS),A1,conference,CAPES Sucupira 2025,2025
N/A,International Symposium on Computers and Communications (ISCC),A2,conference,CAPES Sucupira 2025,2025
N/A,International Symposium on Combinatorial Optimization (ISCO),B3,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Information Systems for Crisis Response and Management (ISCRAM),A4,conference,CAPES Sucupira 2025,2025
N/A,Workshop Brasileiro de Engenharia de Software Inteligente (ISE),B4,conference,CAPES Sucupira 2025,2025
N/A,IEEE PES Innovative Smart Grid Technologies (ISGT),A2,conference,CAPES Sucupira 2025,2025
N/A,IEEE PES Innovative Smart Grid Technologies Conference Europe (ISGT-Europe),A3,conference,CAPES Sucupira 2025,2025
N/A,IEEE PES Innovative Smart Grid Technologies Latin America (ISGT-LA),A4,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Symposium on Industrial Electronics (ISIE),A3,conference,CAPES Sucupira 2025,2025
N/A,International Symposium on Imprecise Probabilities: Theories and Applications (ISIPTA),B4,conference,CAPES Sucupira 2025,2025
N/A,Information Systems in Latin America (ISLA),B4,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Symposium on Multimedia (ISM),A3,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Symposium on Mixed and Augmented Reality (ISMAR),A1,conference,CAPES Sucupira 2025,2025
N/A,International Society for Music Information Retrieval Conference (ISMIR),A1,conference,CAPES Sucupira 2025,2025
N/A,"International Conference on Intelligent Systems, Metaheuristics & Swarm Intelligence (ISMSI)",B2,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Symposium on Multiple-Valued Logic (ISMVL),B1,conference,CAPES Sucupira 2025,2025
N/A,International Symposium on Neural Networks (ISNN),B1,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Symposium on RealTime Distributed Computing (ISORC),A4,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Symposium on Performance Analysis of Systems and Software (ISPASS),A3,conference,CAPES Sucupira 2025,2025
N/A,International Symposium on Parallel and Distributed Computing (ISPDC),B1,conference,CAPES Sucupira 2025,2025
N/A,"ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences (ISPRS)",A2,conference,CAPES Sucupira 2025,2025
N/A,International Symposium on Quality Electronic Design (ISQED),A3,conference,CAPES Sucupira 2025,2025
N/A,International Society of Scientometrics and Informetrics Conference (ISSI),A4,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Symposium on Software Reliability Engineering (ISSRE),A2,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Symposium on Software Reliability Engineering Companion (ISSRE-E),B1,conference,CAPES Sucupira 2025,2025
N/A,International Symposium on Software Testing and Analysis (ISSTA),A1,conference,CAPES Sucupira 2025,2025
N/A,International i*Workshop (ISTAR),B4,conference,CAPES Sucupira 2025,2025
N/A,International Symposium on Visual Computing (ISVC),A4,conference,CAPES Sucupira 2025,2025
N/A,IEEE Computer Society Annual Symposium on VLSI (ISVLSI),A3,conference,CAPES Sucupira 2025,2025
N/A,International Symposium on Wireless Communication Systems (ISWCS),A3,conference,CAPES Sucupira 2025,2025
N/A,International Test Conference (ITC),A4,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Information Technology Based Higher Education and Training (ITHET),B2,conference,CAPES Sucupira 2025,2025
N/A,Joint Conference on Innovation and Technology in Computer Science Education (ITICSE),A1,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Information Technology : New Generations (ITNG),A4,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Interactive Theorem Proving (ITP),A3,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Augmented Intelligence and Intelligent Tutoring Systems (ITS),A3,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Conference on Intelligent Transportation Systems (ITSC),A1,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Intelligent User Interfaces (IUI),A1,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Information Visualization (IV),A4,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Information Visualization Theory and Applications (IVAPP),A4,conference,CAPES Sucupira 2025,2025
N/A,IEEE Intelligent Vehicles Symposium (IVS),A1,conference,CAPES Sucupira 2025,2025
N/A,International Work-Conference on Artificial Neural Networks (IWANN),A4,conference,CAPES Sucupira 2025,2025
N/A,International Work-Conference on Bioinformatics and Biomedical Engineering (IWBBIO),A4,conference,CAPES Sucupira 2025,2025
N/A,International Wireless Communications and Mobile Computing Conference (IWCMC),A1,conference,CAPES Sucupira 2025,2025
N/A,International Workshop on Combinatorial Algorithms (IWOCA),B2,conference,CAPES Sucupira 2025,2025
N/A,International Workshop on Software Ecosystems (IWSECO),B3,conference,CAPES Sucupira 2025,2025
N/A,"International Conference on Systems, Signals and Image Processing (IWSSIP)",A3,conference,CAPES Sucupira 2025,2025
N/A,Iberoamerican Conference on Applications and Usability of Interactive TV (jAUTI),B4,conference,CAPES Sucupira 2025,2025
N/A,ACM/IEEE Joint Conference on Digital Libraries (JCDL),A3,conference,CAPES Sucupira 2025,2025
N/A,Workshop on Job Scheduling Strategies for Parallel Processing (JSSPP),B2,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Legal Knowledge and Information Systems (JURIX),A4,conference,CAPES Sucupira 2025,2025
N/A,ACM SIGKDD Conference on Knowledge Discovery and Data Mining (KDD),A1,conference,CAPES Sucupira 2025,2025
N/A,"Symposium on Knowledge Discovery, Mining and Learning (KDMILE)",B2,conference,CAPES Sucupira 2025,2025
N/A,Workshop on Knowledge Engineering for Planning and Scheduling (KEPS),B4,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Principles of Knowledge Representation and Reasoning (KR),A3,conference,CAPES Sucupira 2025,2025
N/A,ACM Conference on Learning @ Scale (L@S),A3,conference,CAPES Sucupira 2025,2025
N/A,Latin American Conference on Computational Intelligence (LA-CCI),B2,conference,CAPES Sucupira 2025,2025
N/A,Latin American Conference on Learning Technologies (LACLO),B1,conference,CAPES Sucupira 2025,2025
N/A,Latin-American Symposium on Dependable and Secure Computing (LADC),A4,conference,CAPES Sucupira 2025,2025
N/A,"Latin-American Algorithms, Graphs and Optimization Symposium (LAGOS)",B4,conference,CAPES Sucupira 2025,2025
N/A,International Learning Analytics and Knowledge Conference (LAK),A1,conference,CAPES Sucupira 2025,2025
N/A,Latin American Networking Conference (LANC),A3,conference,CAPES Sucupira 2025,2025
N/A,IEEE Latin American Robotics Symposium (LARS),A4,conference,CAPES Sucupira 2025,2025
N/A,IEEE Latin American Symposium on Circuits and Systems (LASCAS),A3,conference,CAPES Sucupira 2025,2025
N/A,Latin American Theoretical Informatics Symposium (LATIN),A3,conference,CAPES Sucupira 2025,2025
N/A,IEEE Latin-American Conference on Communications (LATINCOM),B1,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Cryptology and Information Security in Latin America (LATINCRYPT),A4,conference,CAPES Sucupira 2025,2025
N/A,Congresso Latino-americano de Software Livre e Tecnologias Abertas (LATINOWARE),B4,conference,CAPES Sucupira 2025,2025
N/A,IEEE Latin American Test Symposium (LATS),B1,conference,CAPES Sucupira 2025,2025
N/A,Linguistic Annotation Workshop (LAW),B2,conference,CAPES Sucupira 2025,2025
N/A,IEEE Conference on Local Computer Networks (LCN),A3,conference,CAPES Sucupira 2025,2025
N/A,Workshop on Learning with Imbalanced Domains: Theory and Applications (LIDTA),B3,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Language Resources and Evaluation (LREC),A1,conference,CAPES Sucupira 2025,2025
N/A,International Workshop on Multi-Agent Based Simulation (MABS),B3,conference,CAPES Sucupira 2025,2025
N/A,"International Symposium on the Modeling, Analysis, and Simulation of Computer and Telecommunication Systems (MASCOTS)",A4,conference,CAPES Sucupira 2025,2025
N/A,World Congress on Medical and Health Informatics (MEDINFO),A1,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Symposium on Medical Measurements and Applications (MEMEA),A3,conference,CAPES Sucupira 2025,2025
N/A,International Symposium on Memory Systems (MEMSYS),A4,conference,CAPES Sucupira 2025,2025
N/A,International Symposium on Mathematical Foundations of Computer Science (MFCS),A3,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Conference on Multisensor Fusion and Integration for Intelligent Systems (MFI),A4,conference,CAPES Sucupira 2025,2025
N/A,Metaheuristics International Conference (MIC),B3,conference,CAPES Sucupira 2025,2025
N/A,Mexican International Conference on Artificial Intelligence (MICAI),B1,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Medical Image Computing and Computer Assisted Intervention (MICCAI),A1,conference,CAPES Sucupira 2025,2025
N/A,International Middleware Conference (MIDDLEWARE),A3,conference,CAPES Sucupira 2025,2025
N/A,Military Communications Conference (MILCOM),A3,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Machine Learning and Data Mining in Pattern Recognition (MLDM),B4,conference,CAPES Sucupira 2025,2025
N/A,Conference on Machine Learning and Systems (MLS),A1,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Workshop on Machine Learning for Signal Processing (MLSP),A3,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Methods and Models in Automation and Robotics (MMAR),B2,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Multimedia Modelling (MMM),A2,conference,CAPES Sucupira 2025,2025
N/A,International Workshop on Multimedia and Signal Processing (MMSP),A3,conference,CAPES Sucupira 2025,2025
N/A,ACM Multimedia Systems Conference (MMSYS),A2,conference,CAPES Sucupira 2025,2025
N/A,ACM/IEEE International Conference on Mobile Computing and Networking (MOBICOM),A1,conference,CAPES Sucupira 2025,2025
N/A,EAI International Conference on Wireless Mobile Communication and Healthcare (MOBIHEALTH),B3,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Mobile Software Engineering and Systems (MOBILESOFT),B2,conference,CAPES Sucupira 2025,2025
N/A,"EAI International Conference on Mobile and Ubiquitous Systems: Computing, Networking and Services (MOBIQUITOUS)",A4,conference,CAPES Sucupira 2025,2025
N/A,"Annual International Conference on Mobile Systems, Applications, and Services (MobiSys)",A1,conference,CAPES Sucupira 2025,2025
N/A,ACM International Symposium on Mobility Management and Wireless Access (MOBIWAC),B3,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Model Driven Engineering Languages and Systems (MODELS),A2,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Model-Driven Engineering and Software Development (MODELSWARD),B1,conference,CAPES Sucupira 2025,2025
N/A,Working Conference on Mining Software Repositories (MSR),A1,conference,CAPES Sucupira 2025,2025
N/A,Workshop deModelagem e Simulação de Sistemas Intensivos em Software (MSSIS),B4,conference,CAPES Sucupira 2025,2025
N/A,"ACM International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems (MSWIM)",A4,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Metadata and Semantics Research (MTSR),B2,conference,CAPES Sucupira 2025,2025
N/A,International Midwest Symposium on Circuits and Systems (MWSCAS),A3,conference,CAPES Sucupira 2025,2025
N/A,North American Chapter of the Association for Computational Linguistics Annual Meeting (NAACL),A1,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Symposium on Network Computing and Applications (NCA),A4,conference,CAPES Sucupira 2025,2025
N/A,IEEE Conference on Network Softwarization (NETSOFT),A2,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Networked Systems (NetSys),B1,conference,CAPES Sucupira 2025,2025
N/A,IFIP Networking Conference (NETWORKING),A3,conference,CAPES Sucupira 2025,2025
N/A,Neural Information Processing Systems (NEURIPS),A1,conference,CAPES Sucupira 2025,2025
N/A,IEEE International New Circuits and Systems Conference (NEWCAS),B1,conference,CAPES Sucupira 2025,2025
N/A,IEEE Conference on Network Function Virtualization and Software Defined Networks (NFV-SDN),A4,conference,CAPES Sucupira 2025,2025
N/A,International Conference on New Interfaces for Musical Expression (NIME),A3,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Application of Natural Language to Information Systems (NLDB),A4,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Network of the Future (NOF),B2,conference,CAPES Sucupira 2025,2025
N/A,IEEE/IFIP Network Operations and Management Symposium (NOMS),A2,conference,CAPES Sucupira 2025,2025
